Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
TARDOC,TG.00,Instruktion und Therapie,TG.00.0040,"Instruktion in Handhabung und Pflege eines transtrachealen Katheters, pro 1 Min.","Katheterwechsel, Reinigung, Pflege des Stomas, Verhalten bei Notfällen, Dosierung und Überprüfung Sauerstoff.",4.28,"1000 Oto-Rhino-Laryngologie_x000D_
0505 Pneumologie_x000D_
0200 Chirurgie_x000D_
9976 SP Pädiatrische Pneumologie_x000D_
1900 Kinderchirurgie_x000D_
1005 SP Hals- und Gesichtschirurgie",–
TARDOC,TG.00,Instruktion und Therapie,TG.00.0050,Therapie-Einleitung Continuous Positive Airway Pressure (CPAP),"Instruktion und Programmierung des Gerätes.
_x000D_
_x000D_
Durchgeführt gemäss Guidelines der Schweizerischen Gesellschaft für Schlafforschung, Schlafmedizin und Chronobiologie._x000D_
_x000D_

Gilt auch für Schlafmediziner an anerkanntem Schlafzentrum gemäss Kriterien SGSSC._x000D_
_x000D_
",128.43,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.00,Instruktion und Therapie,TG.00.0060,Therapie-Kontrolle Continuous Positive Airway Pressure (CPAP),"Daten auslesen, analysieren, interpretieren und ggf. Geräteprogrammierung._x000D_
_x000D_

Inkl. Kontrolle von Gerät und Zubehör._x000D_
_x000D_

Durchgeführt gemäss Guidelines der Schweizerischen Gesellschaft für Schlafforschung, Schlafmedizin und Chronobiologie.
_x000D_
_x000D_
Gilt auch für Schlafmediziner an anerkanntem Schlafzentrum gemäss Kriterien SGSSC._x000D_
_x000D_
",85.62,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.00,Instruktion und Therapie,TG.00.0070,Therapie-Einleitung eines heimventilierten Patienten,"Gemäss Guidelines der Schweizerischen Gesellschaft für Pneumologie durchgeführt._x000D_
_x000D_
",192.64,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.00,Instruktion und Therapie,TG.00.0080,Therapie-Kontrolle heimventilierter Patient,"Daten auslesen, analysieren, interpretieren und ggf. Geräteprogrammierung._x000D_
_x000D_
Inkl. Kontrolle von Gerät und Zubehör._x000D_
_x000D_
Gemäss entsprechenden Guidelines der Schweizerischen Gesellschaft für Pneumologie durchgeführt.",128.43,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.00,Instruktion und Therapie,TG.00.0090,"+ Zuschlag für Patienten mit Ventilationsdauer, mehr als 12 Std. pro Tag",\-,107.02,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0010,Analyse serielle Atemflussmessungen,"Gilt nur für die Auswertung von ausserhalb der Arztpraxis durchgeführten Atemflussmessungen. Z.B. Peakflow, FEV 1.",57.61,9999 Alle,–
TARDOC,TG.05,Lungenfunktion,TG.05.0020,Spirometrie und FRC-Messung/Plethysmografie bei Kinder bis 3 Jahren,Die Leistung wird durch einen Kinderpneumologen durchgeführt.,1382.05,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0030,Kleine Spirometrie,"Mindestens drei Messungen. 
_x000D_
_x000D_
Gilt nicht für Peakflowmessung. 
_x000D_
_x000D_
Eine allfällige Bronchodilatation ist über die Zuschlags-Tarifposition (TG.05.0040) abgebildet._x000D_
",36.48,9999 Alle,–
TARDOC,TG.05,Lungenfunktion,TG.05.0040,+ Bronchodilatation bei kleiner Spirometrie,Mindestens drei Messungen nach Bronchodilatation(en). Max. einmal verrechenbar unabhängig von Anzahl Bronchodilatatoren.,23.62,9999 Alle,–
TARDOC,TG.05,Lungenfunktion,TG.05.0050,Spirometrie im Lungenfunktionslabor,"Mindestens drei Messungen._x000D_
_x000D_
Eine allfällige Bronchodilatation ist über die Zuschlags-Tarifposition (TG.05.0060) abgebildet.",53.93,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",9999 Alle
TARDOC,TG.05,Lungenfunktion,TG.05.0060,+ Bronchodilatation bei Spirometrie im Lungenfunktionslabor,Mindestens drei Messungen nach Bronchodilatation(en). Max. einmal verrechenbar unabhängig von Anzahl Bronchodilatatoren.,35.24,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",9999 Alle
TARDOC,TG.05,Lungenfunktion,TG.05.0070,+ Zuschlag bei Kindern bis 12 Jahren bei Spirometrie mit Dokumentation der Flussvolumenkurve,\-,25.11,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",9999 Alle
TARDOC,TG.05,Lungenfunktion,TG.05.0080,Bodyplethysmografie,"Messung von:  _x000D_
- Residualvolumen (RV)_x000D_
- Totale Lungenkapazität (TLC)_x000D_
- RV/TLC_x000D_
- Vitalkapaziät (VC)_x000D_
- Forcierte Vitalkapazität (FVC)_x000D_
- Einsekundenkapazität (FEV1)_x000D_
- Tiffeneau-Index_x000D_
- Peak Expiratory Flow (PEF)_x000D_
- Maximaler exspiratorischer Fluss bei 50 % der FVC (MEF50)_x000D_
- Maximaler exspiratorischer Fluss bei 25 % der FVC (MEF25)_x000D_
- Atemwegswiderstand (RAW)_x000D_
- Spezifische Conductance (SGAW)_x000D_
_x000D_
Inkl. Messung nach allf. Bronchodilatation._x000D_
_x000D_
Gilt auch für Messung mit Helium.",158.07,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0090,+ Zuschlag bei Kindern bis 12 Jahren bei Bodyplethysmografie,\-,129.25,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0100,"CO-Diffusion, jede Methode",\-,60.26,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0110,"Lung Clearence Index (LCI), jede Methode",Messung von FRC und Ventilationshomogenität.,158.07,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0120,+ Zuschlag bei Kindern bis 12 Jahren bei LCI,\-,129.25,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0130,"Grundelement Atemmechanik: Einführen, Platzierung und Kontrolle Oesophagusballon",\-,114.84,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0140,"+ Atemmechanik, Compliance",\-,200.87,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0150,"+ Atemmechanik, Zwerchfellfunktion",\-,100.43,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0160,"Atemmechanik, inspiratorischer/expiratorischer Druck (PO.1)",MIP/MEP; mind. 2 Messungen inspiratorisch und expiratorisch.,64.63,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0170,Einfache Atemmechanik,Z.B. SNIP.,43.8,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0180,"Resistance, oszillometrisch/mittels Interruptor",Inkl. Messung nach allf. Bronchodilatation.,68.34,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0190,"Bronchoprovokation, unspezifisch","Unabhängig von Anzahl der Provokationsstufen; inkl. Messung nach allf. Bronchodilatation._x000D_
_x000D_
Auch in Kumulation mit Plethysmografie/Spirometrie.",153.8,"0505 Pneumologie_x000D_
9997 SP Sport- und Bewegungsmedizin (SEMS)_x000D_
0009 Allergologie und klinische Immunologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0200,"Bronchoprovokation, spezifisch","Unabhängig von Anzahl der Provokationsstufen; inkl. Messung nach allf. Bronchodilatation._x000D_
_x000D_
Auch in Kumulation mit Plethysmografie/Spirometrie._x000D_
_x000D_
Gilt auch für Arbeitsmediziner.",739.28,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie_x000D_
0009 Allergologie und klinische Immunologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0210,Test auf Exercise Induced Asthma (EIA),Gemäss geltenden Guidelines.,283.62,"0505 Pneumologie_x000D_
9997 SP Sport- und Bewegungsmedizin (SEMS)_x000D_
9976 SP Pädiatrische Pneumologie",0009 Allergologie und klinische Immunologie
TARDOC,TG.05,Lungenfunktion,TG.05.0220,Messung bronchial ausgeatmetes Stickstoffmonoxid (NO),"Umfasst 2 valide Messungen pro Sitzung, unabhängig vom verwendeten Gerätetyp.",60.35,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie_x000D_
0009 Allergologie und klinische Immunologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0230,"+ Messung Stickstoffmonoxid (NO), Zuschlag bei Kindern bis 12 Jahren",\-,40.17,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie_x000D_
0009 Allergologie und klinische Immunologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0240,Messung nasales Stickstoffmonoxid ,"Umfasst 2 valide Messungen pro Sitzung, unabhängig vom verwendeten Gerätetyp.",60.35,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",0009 Allergologie und klinische Immunologie
TARDOC,TG.05,Lungenfunktion,TG.05.0250,Messung alveoläres Stickstoffmonoxid ,"Umfasst 2 valide Messungen pro Sitzung, unabhängig vom verwendeten Gerätetyp.",107.86,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",0009 Allergologie und klinische Immunologie
TARDOC,TG.05,Lungenfunktion,TG.05.0260,"CO-Gehalt, jede Methode nichtinvasiv ",\-,25.11,9999 Alle,–
TARDOC,TG.05,Lungenfunktion,TG.05.0270,"Kapnografie, bis 4 Std.",Als diagnostische Massnahme.,68.34,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0280,Spiroergometrie,"Inkl. Belastung, laufender EKG-Überwachung (mindestens 12 Ableitungen) am Monitor, engmaschiger Blutdruckkontrolle (mind. 1 Mal pro Belastungsstufe). _x000D_
_x000D_
Mind. 2 Belastungsstufen; vorbehältlich medizinisch bedingten Abbruchs; spirometrische Messung von VE; VO2; VCO2; AEO2; AECO2; VD (f) - VT; RQ; wiederholte Flussvolumenkurven vor, während und nach der Belastung; Herzfrequenz; eventuelle Messung von PO2, PCO2, pH, Lactat gemäss Analysenliste mit Tarif separat abrechenbar._x000D_
_x000D_
Gilt auch für Sportmedizin (Fähigkeitsausweis SGSM).",264.24,"9997 SP Sport- und Bewegungsmedizin (SEMS)_x000D_
0505 Pneumologie_x000D_
0504 Kardiologie_x000D_
9976 SP Pädiatrische Pneumologie",9999 Alle
TARDOC,TG.05,Lungenfunktion,TG.05.0290,Standardisierter 6-Minuten Geh-Test zur kardiologischen/pneumologischen Diagnostik,Gemäss geltenden Guidelines.,47.23,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie_x000D_
0504 Kardiologie",9973 SP pädiatrische Kardiologie
TARDOC,TG.05,Lungenfunktion,TG.05.0300,Hyperoxie-Test,Shunt-Messung mit 100% Sauerstoff.,129.25,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.05,Lungenfunktion,TG.05.0310,Bioelektrische Impedanz-Analyse (BIA),Als diagnostische Massnahme.,68.34,9999 Alle,–
TARDOC,TG.10,Bronchoskopie,TG.10.0010,"Planung/Einstellung der elektromatischen Navigation im Vorfeld der Bronchoskopie, pro 1 Min.","Gilt für_x000D_
_x000D_
- Planung und Einstellung der elektromatischen Navigation im Vorfeld der Bronchoskopie_x000D_
_x000D_
Am Vortag, am Eingriffstag oder zeitlich vorgezogen._x000D_
_x000D_
Ausgeschlossen sind Planung und Einstellung der elektromatischen Navigation bei Bronchoskopien von stationären Patienten._x000D_
",7.95,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.15,"Pleura-, Lungen- und Schleimhautdiagnostik",TG.15.0060,"Brushing / Entnahme nasale Schleimhaut, pro Seite",Zur Diagnostik bei Ziliendyskinesie-Erkrankung.,64.21,"0505 Pneumologie_x000D_
9976 SP Pädiatrische Pneumologie",–
TARDOC,TG.15,"Pleura-, Lungen- und Schleimhautdiagnostik",TG.15.0070,High speed video microscopy der Zilien,Auswertung und Befundung von nasaler Schleimhaut oder Schleimhaut der Bronchien zur Beurteilung der  Zilienfunktion.,306.07,"9976 SP Pädiatrische Pneumologie_x000D_
0505 Pneumologie",–
TARDOC,TG.15,"Pleura-, Lungen- und Schleimhautdiagnostik",TG.15.0080,Laryngeale pH-Metrie,\-,160.95,"9976 SP Pädiatrische Pneumologie_x000D_
1000 Oto-Rhino-Laryngologie_x000D_
0505 Pneumologie_x000D_
0502 Gastroenterologie_x000D_
9972 SP Pädiatrische Gastroenterologie, Hepatologie und Ernährung",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0010,Elektrokardiogramm (EKG),"Registrierung von 12 Ableitungen._x000D_
_x000D_
Arztleistung: Auswertung.",28.1,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0020,+ Zuschlag für physikalische Provokations-Tests bei Elektrokardiogramm (EKG),"Z.B. oculokardiale Reflexprüfung (ROC-Test), Handgrip, Coldpressure._x000D_
_x000D_
Gilt auch für Schellong-Test und Karotissinusmassage._x000D_
_x000D_
Diese Tarifposition ist auch im Rahmen kardialer nuklearmedizinischer Untersuchungen anwendbar.",38.77,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0030,+ Zuschlag für medikamentöse Provokations-Tests bei Elektrokardiogramm (EKG),"Inkl. Überwachung._x000D_
_x000D_
Diese Tarifposition ist auch im Rahmen kardialer nuklearmedizinischer Untersuchungen anwendbar.",55.79,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0040,+ Zuschlag bei Kindern bis 7 Jahren bei Elektrokardiogramm (EKG),\-,21.68,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0050,"EKG-Rhythmusstreifen, pro 1 Min.",Mind. 3 Kanäle/Ableitungen.,4.72,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0060,Kardiale intravenöse medikamentöse Intervention unter kontinuierlicher Registrierung mittels 12-Ableitungs-EKG,\-,80.3,"0015 Nuklearmedizin_x000D_
9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0070,Elektrokardiogramm (EKG) ausserhalb Praxis/Spital,12 Ableitungen.,56,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0080,"Telemetrisch/telefonisch übermitteltes Elektrokardiogramm (EKG), pro 1 Min.","Unabhängig von der Übertragungsart._x000D_
_x000D_
Gilt auch für andere Arten der telemetrischen nicht invasiven Überwachung von kardiologischen Patienten.",4.31,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0090,"Belastungs-EKG, Arbeitsversuch","Bei versicherungsmedizinischen, arbeitsmedizinischen und sportmedizinischen Fragestellungen:_x000D_
_x000D_
- Fahrrad oder Laufband_x000D_
- Mind. 6 Ableitungen_x000D_
- Laufende EKG-Überwachung am Monitor_x000D_
- Engmaschige Blutdruckkontrolle (mind. 1 Mal pro Belastungsstufe, mind. 2 Belastungen vorbehältlich medizinisch bedingten Abbruchs). _x000D_
",64.62,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0100,"+ Vor- und Nachbereitung durch nichtärztliches Personal bei nicht-interventionellen, technisch-kardiologischen Untersuchungen, Sparte EKG-Platz","Vorbereitung:_x000D_
_x000D_
Patient lagern, Patient an Modalität anschliessen, Patient auf Modalität anmelden._x000D_
_x000D_
Nachbereitung: _x000D_
_x000D_
Patient von Modalität abkoppeln, Untersuchung auf Modalität beenden.",10.84,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0110,"Belastungs-EKG, Ergometrie","Fahrrad oder Laufband; Belastung bis zum medizinisch bedingten Abbruch; 12 Ableitungen._x000D_
_x000D_
Diese Tarifposition ist auch im Rahmen kardialer nuklearmedizinischer und kardialer MR-Untersuchungen anwendbar.",136.98,"0504 Kardiologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
0015 Nuklearmedizin_x000D_
9976 SP Pädiatrische Pneumologie_x000D_
9997 SP Sport- und Bewegungsmedizin (SEMS)_x000D_
0505 Pneumologie_x000D_
9973 SP Pädiatrische Kardiologie",9907 FA Ergometrie
TARDOC,TK.00,Elektrokardiografie,TK.00.0120,"+ Vor- und Nachbereitung durch nichtärztliches Personal bei nicht-interventionellen, technisch-kardiologischen Untersuchungen, Sparte EKG-Labor","Vorbereitung:_x000D_
_x000D_
Patient lagern, Patient an Modalität anschliessen, Patient auf Modalität anmelden._x000D_
_x000D_
Nachbereitung: _x000D_
_x000D_
Patient von Modalität abkoppeln, Untersuchung auf Modalität beenden.",15.5,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0130,Tilt-Test,"Gilt nicht für Schellong-Test, siehe (TK.00.0020).",236.18,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0140,+ Medikamentöse Provokation bei Tilt-Test,Diese Tarifposition gilt auch für pharmakologische Herzbelastung in der Nuklearmedizin.,75.58,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0150,"Holter-EKG, Anlegen inkl. Entfernen",\-,65.04,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0160,"Holter-EKG, bis 48 Stunden, Befundung",\-,115.22,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0170,"Holter-EKG, mehr als 48 Stunden bis 6 Tage, Befundung",\-,172.83,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0180,"Holter-EKG, mehr als 6 Tage, Befundung",\-,345.66,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0190,"Patientenaktiviertes Langzeit-EKG, Anlegen inkl. Entfernen, Instruktion","Event-Rekorder, Loop-Rekorder.",51.68,9999 Alle,–
TARDOC,TK.00,Elektrokardiografie,TK.00.0200,+ Zuschlag für Programmierung bei patientenaktiviertem Langzeit-EKG,\-,47.24,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0210,"Patientenaktiviertes Langzeit-EKG, Befundung","Event-Rekorder, Loop-Rekorder.",76.81,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0220,Analyse Late Potentials,EKG hochverstärkt.,37.79,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0230,"Elektrokardiogramm (EKG) mit Oesophaguselektrode, inkl. Sondeneinlage",\-,118.09,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.00,Elektrokardiografie,TK.00.0240,"Elektrokardiogramm (EKG) mit Oesophaguselektrode, Kontrolluntersuchung, pro 24 Stunden",\-,37.79,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0010,"Echokardiografie, transthorakal, qualitative und quantitative Untersuchung","M-Mode, 2-D-Verfahren, Doppler, inkl. Farb-Doppler._x000D_
_x000D_
Videodokumentation von 6 Schnittebenen gemäss Qualitätskriterien Schweizerische Gesellschaft für Kardiologie (SGK)._x000D_
_x000D_
Quantitative M-Mode-Auswertung des linken Ventrikels, des linken Vorhofs und der Aorta, Registrierung und Bewertung der Geschwindigkeitsprofile aller vier Herzklappen sowie aller pathologischen Flüsse. _x000D_
_x000D_
Inkl. Video- und/oder digitale Archivierung.",276.19,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0020,"+ Vor- und Nachbereitung durch nichtärztliches Personal bei nicht-interventionellen, technisch-kardiologischen Untersuchungen, Sparte Echokardiographie","Vorbereitung:_x000D_
_x000D_
Patient lagern, Patient an Modalität anschliessen, Patient auf Modalität anmelden._x000D_
_x000D_
Nachbereitung:_x000D_
_x000D_
Abdecken, Punktion-Nachsorge, Umlagern.",28.82,9999 Alle,–
TARDOC,TK.05,Echokardiografie,TK.05.0030,"+ Echokardiografie, Zusatzleistungen, pro 1 Min.","Mögliche Zusatzleistungen Echokardiografie (Auswahl): _x000D_
_x000D_
- echokardiografische Kontrastdarstellungen_x000D_
- 3D und 4D Untersuchungen_x000D_
- Myocardperfusion_x000D_
- hämodynamische Programmierung von implantierten Herzstimulatoren_x000D_
- CRT-Programmierung_x000D_
- Tissue-deformation, Myocardial deformation imaging_x000D_
- venöse echokardiografische Kontrastdarstellung.",5.02,"0504 Kardiologie_x000D_
0401 SP Fetomaternale Medizin_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0040,+ Präinterventionelle/präoperative Beurteilung 3D,\-,150.65,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0050,"Echokardiografie, transthorakal, Kontrolluntersuchung","M-Mode, 2-D-Verfahren, Doppler, inkl. Farb-Doppler._x000D_
_x000D_
Problemorientierte Teiluntersuchung, inkl. Videodokumentation/digitale Archivierung._x000D_
_x000D_
Verlaufskontrolle innert 3 - 6 Monaten nach vollständiger Echokardiografie ohne neues Ereignis.",80.35,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0060,"Echokardiografie, transoesophageal","Gilt nicht für intraoperative echokardiografische Überwachung durch den Anästhesisten, siehe Kapitel [WA]._x000D_
_x000D_
Inkl. venösem Zugang.",276.19,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0070,"Perinterventionelle 3D-Untersuchung transoesophageal, pro 1 Min.","Z.B. bei TAVI und Mitralklappen-Clipping._x000D_
_x000D_
Gilt für das Einführen bis zum Ziehen der Sonde.",5.02,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0080,"Stressechokardiografie, physische Belastung","Transthorakal._x000D_
_x000D_
Inkl. Ergometrie, inkl. Video und/oder digitale Archivierung.",301.3,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0090,"Stressechokardiografie, medikamentöse Belastung","Transthorakal/transoesophageal._x000D_
_x000D_
Inkl. venösem Zugang.",301.3,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.05,Echokardiografie,TK.05.0100,"Echokardiografie foetal, qualitative und quantitative Untersuchung","M-Mode, 2-D-Verfahren, Doppler, inkl. Farb-Doppler._x000D_
_x000D_
Inkl. Videodokumentation, inkl. Video und/oder digitale Archivierung.",301.3,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie_x000D_
0401 SP Fetomaternale Medizin",–
TARDOC,TK.30,"Schrittmacher, Implantierbarer Kardioverter-Defibrillator (ICD), CRT-Systeme, Ereignisrekorder",TK.30.0180,"Schrittmacherkontrolle, Einkammersystem ohne Parameterprogrammierung",Für telemetrische Abfragen (TK.30.0200).,70.85,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.30,"Schrittmacher, Implantierbarer Kardioverter-Defibrillator (ICD), CRT-Systeme, Ereignisrekorder",TK.30.0190,ICD-Kontrolle,Für telemetrische Abfragen (TK.30.0200).,70.85,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.30,"Schrittmacher, Implantierbarer Kardioverter-Defibrillator (ICD), CRT-Systeme, Ereignisrekorder",TK.30.0200,"Telemetrische Abfrage und Datenauswertung eines implantierten kardialen Gerätes oder implantierten Ereignisrekorder, pro 1 Min.","Max. 4 reguläre telemetrische Abfragen im Jahr zzgl. 2 telemetrische Abfragen pro Jahr bei ausserordentlichen Ereignissen_x000D_
_x000D_
In Abwesenheit des Patienten.",3.84,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.30,"Schrittmacher, Implantierbarer Kardioverter-Defibrillator (ICD), CRT-Systeme, Ereignisrekorder",TK.30.0210,"Datenübertragung und Auswertung bei implantiertem Ereignisrekorder, pro Abgriff",\-,47.24,"9973 SP Pädiatrische Kardiologie_x000D_
0504 Kardiologie",–
TARDOC,TK.30,"Schrittmacher, Implantierbarer Kardioverter-Defibrillator (ICD), CRT-Systeme, Ereignisrekorder",TK.30.0220,"+ Zusatzleistungen bei Schrittmacherkontrolle oder bei ICD-Kontrolle, pro 1 Min.","Zusatzleistungen (Auswahl): _x000D_
_x000D_
- Parameterprogramierung_x000D_
- Zweikammersystem_x000D_
- Resynchronisationssystem_x000D_
- Kontrolle von CRT-D oder CRT-P Systemen, jeder weiteren Elektrode_x000D_
- Overdrive-Pacing bei Vorhoftachykardien respektiv Kammertachykardien_x000D_
- ICD-Kontrolle mit Kardioversion mit Schockauslösun nach ICD-Implantation",4.72,"0504 Kardiologie_x000D_
9973 SP Pädiatrische Kardiologie",–
TARDOC,TK.40,VAD Leistungen durch den Kardiotechniker,TK.40.0010,"Ventricel Assist Device (VAD) -  Kontroll-und Funktionstest mit Komplikationen, pro 1 Min.","Gilt für Leistungen durch den Kardiotechniker._x000D_
_x000D_
Anwendbar für Kontroll-und Funktionstests mit unerwarteten Komplikationen bei Patienten mit einem Ventricle Assist Device (VAD)._x000D_
_x000D_
Medizinische Komplikationen: Infekte, Arrythmien, Rechtsherzproblem, GI-Blutungen usw._x000D_
_x000D_
Technischen Komplikationen: Pumpenthrombose, Systemkomponenten defekte, Drivelineinfekte, Drivelineisolationsläsionen usw.",2.51,9999 Alle,–
TARDOC,TK.40,VAD Leistungen durch den Kardiotechniker,TK.40.0020,"Ventricel Assist Device (VAD), telefonische Beratung pro 1 Min.",Gilt für telefonische Beratung  durch den Kardiotechniker bei Patienten mit einem Ventricle Assist Device (VAD).,2.51,9999 Alle,–
TARDOC,TK.40,VAD Leistungen durch den Kardiotechniker,TK.40.0030,"Ventricel Assist Device (VAD) -  Kontroll-und Funktionstest ohne Komplikationen, pro 1 Min.","Anwendbar für Kontroll-und Funktionstests ohne Komplikationen bei Patienten mit einem Ventricle Assist Device (VAD)._x000D_
_x000D_
Gilt für Leistungen durch den Kardiotechniker.",2.51,9999 Alle,–
